2024-09-21 12:48:30.072337,0x33644004,101,4.203,1.2033333,0.020055557
2024-09-21 12:52:58.091306,0x33644004,98,4.175,1.2033333,0.020055557
2024-09-21 13:46:29.735902,0x33644004,99,4.181,9.405,0.12477777
2024-09-21 13:46:33.053474,0x4358fbec,101,4.211,7.405,0.051333338
2024-09-21 13:47:29.793814,0x33644004,101,4.208,7.7533336,0.20536113
2024-09-21 13:47:33.198678,0x4358fbec,101,4.214,7.7533336,0.13191666
2024-09-21 13:48:29.675911,0x33644004,101,4.236,8.711667,0.28594443
2024-09-21 13:48:34.041027,0x4358fbec,101,4.216,8.711667,0.2125
2024-09-21 13:49:29.729133,0x33644004,101,4.253,8.16,0.37013888
2024-09-21 13:49:41.526387,0x4358fbec,101,4.234,6.16,0.051333338
2024-09-21 14:01:09.985869,0x33644004,101,4.255,6.956667,0.051333338
2024-09-21 14:01:10.192006,0x4358fbec,101,4.26,3.8766668,0.9109444
2024-09-21 14:01:31.593313,0x33644004,101,4.22,4.8483334,0.26066667
2024-09-21 14:02:31.589629,0x33644004,101,4.227,5.8483334,0.27733332
2024-09-21 14:15:05.114892,0x33644004,98,4.175,4.956667,0.051333338
2024-09-21 14:15:05.141055,0x4358fbec,101,4.252,4.3233337,0.036027778
2024-09-21 14:15:40.753625,0x4358fbec,101,4.216,2.0,0.11727777
2024-09-21 14:16:05.535181,0x33644004,101,4.226,3.9433334,0.18480556
2024-09-21 14:17:05.426785,0x33644004,100,4.199,2.0,0.20147222
2024-09-21 14:18:46.153777,0x33644004,101,4.234,4.4066668,0.03672222
2024-09-21 14:19:41.129460,0x4358fbec,101,4.222,1.9166667,0.26027778
2024-09-21 14:19:46.239733,0x33644004,101,4.208,3.9433334,0.08555556
2024-09-21 14:21:41.412113,0x4358fbec,101,4.21,2.0,0.30980554
2024-09-21 14:21:46.435194,0x33644004,101,4.215,3.9433334,0.11841667
2024-09-21 14:22:46.446089,0x33644004,101,4.221,2.0,0.13508333
2024-09-21 14:23:46.370898,0x33644004,101,4.229,1.8333333,0.1503611
2024-09-21 14:24:46.382689,0x33644004,101,4.243,2.0,0.16702779
2024-09-21 14:25:41.882538,0x4358fbec,101,4.212,2.0,0.39127776
2024-09-21 14:25:46.407638,0x33644004,101,4.201,2.9716666,0.18369445
2024-09-21 14:26:46.484596,0x33644004,101,4.249,0.97166663,0.19988889
2024-09-21 14:27:35.648132,0x4358fbec,101,4.255,6.16,0.051333338
2024-09-21 14:27:46.671397,0x33644004,100,4.2,8.076666,0.26719445
2024-09-21 14:29:35.890080,0x4358fbec,101,4.234,2.0,0.08397222
2024-09-21 14:29:46.717332,0x33644004,101,4.22,3.9433334,0.30005556
2024-09-21 14:30:46.626090,0x33644004,100,4.191,3.753333,0.33133334
2024-09-21 14:31:46.633194,0x33644004,101,4.235,3.8333335,0.3632778
2024-09-21 14:33:36.462632,0x4358fbec,101,4.229,3.753333,0.19466667
2024-09-21 14:33:46.734088,0x33644004,101,4.205,5.6966667,0.41075
2024-09-21 14:34:46.745097,0x33644004,101,4.222,2.0,0.42741665
2024-09-21 14:35:46.911807,0x33644004,100,4.199,1.8333333,0.44269446
2024-09-21 14:36:46.821890,0x33644004,101,4.239,3.753333,0.47397223
2024-09-21 14:37:36.858601,0x4358fbec,101,4.224,2.0,0.29075
2024-09-21 14:37:46.881615,0x33644004,101,4.209,3.9433334,0.5068333
2024-09-21 14:39:36.979476,0x4358fbec,101,4.277,3.753333,0.33822224
2024-09-21 14:39:47.023719,0x33644004,101,4.246,4.6966667,0.55430555
2024-09-21 14:40:47.103889,0x33644004,101,4.249,2.0,0.5709722
2024-09-21 14:41:47.072702,0x33644004,101,4.249,3.8333335,0.60291666
2024-09-21 14:42:47.107867,0x33644004,101,4.266,1.7533334,0.6175278
2024-09-21 14:43:37.867399,0x4358fbec,101,4.282,2.0,0.43430558
2024-09-21 14:43:47.200862,0x33644004,101,4.22,3.9433334,0.6503889
2024-09-21 14:44:47.157563,0x33644004,101,4.226,2.0,0.66705555
2024-09-21 14:45:37.569325,0x4358fbec,101,4.226,1.7533334,0.4817778
2024-09-21 14:45:47.341594,0x33644004,101,4.215,3.6966667,0.6978611
2024-09-21 14:46:47.407323,0x33644004,101,4.212,2.0,0.7145278
2024-09-21 14:47:37.778480,0x4358fbec,101,4.258,2.0,0.53130555
2024-09-21 14:47:47.312676,0x33644004,101,4.236,3.9433334,0.7473889
2024-09-21 14:48:47.413905,0x33644004,101,4.213,1.7533334,0.76199996
2024-09-21 14:49:38.494735,0x4358fbec,101,4.247,2.0,0.5787778
2024-09-21 14:49:47.519255,0x33644004,100,4.2,3.9433334,0.7948611
2024-09-21 14:50:47.420394,0x33644004,100,4.193,2.0,0.8115278
2024-09-21 14:51:38.251146,0x4358fbec,101,4.203,1.7533334,0.62624997
2024-09-21 14:51:47.497413,0x33644004,101,4.231,5.6966667,0.85899997
2024-09-21 14:53:38.407576,0x4358fbec,101,4.251,2.0,0.6757778
2024-09-21 14:53:47.681836,0x33644004,101,4.234,3.9433334,0.89186114
2024-09-21 14:54:47.515896,0x33644004,101,4.234,3.753333,0.92313886
